@relation minefield1

@attribute X0 REAL
@attribute X1 REAL
@attribute X2 REAL
@attribute X3 REAL
@attribute X4 REAL
@attribute X5 REAL
@attribute X6 REAL
@attribute X7 REAL
@attribute X8 REAL
@attribute class { 0 , 1 }

@data
-1.5994,-0.53929,2.0184,1.8282,0.94682,-0.37519,0.86319,0.63733,0.54384,0
0.1833,0.69283,2.0638,1.34,1.5006,-0.61974,1.2522,1.1105,0.85369,0
-0.7772,-0.1761,1.4551,1.0305,0.74447,-0.1198,0.42469,0.50635,0.50156,0
-0.006514,0.60959,1.3238,0.60349,1.2455,-0.66438,1.0868,0.87888,0.57647,0
-1.3187,-0.48502,2.1586,2.2512,0.44775,-0.47362,0.42815,0.51347,0.5559,0
0.91346,3.0289,2.6063,1.6461,0.32373,0.035591,3.3699,2.8884,2.13,0
1.0496,2.5021,1.5108,0.59483,2.7074,-0.27919,1.5772,1.0688,0.79909,0
-0.070183,0.19886,1.4136,0.91934,1.3505,-0.25159,0.83188,0.7178,0.59425,0
0.81464,0.64849,1.4461,1.0233,0.41627,-0.28168,0.11404,0.35301,0.46712,0
-0.46412,-0.1202,1.5118,1.2402,0.95701,-0.47056,0.2326,0.36265,0.42038,0
0.43513,0.1414,0.90748,0.68338,0.85412,3.069,0.61064,0.4576,0.28885,0
-0.43124,0.072199,1.3957,0.97504,1.5912,2.8481,1.1744,0.90389,0.7519,0
-0.24056,0.15201,1.2377,0.70091,2.1261,-0.3389,1.2618,0.82601,0.5637,0
-0.97504,-0.28238,1.2104,0.91808,0.98828,-0.38361,1.0311,0.72188,0.55074,0
-0.93458,-0.36132,0.87918,0.62426,0.10626,-0.2778,-0.079828,0.098122,0.20591,0
-0.69114,-0.3092,1.1074,0.799,0.40725,-0.17967,0.25181,0.36961,0.35569,0
-1.1763,-0.42667,1.1276,0.86896,0.17245,-0.65616,0.20282,0.29985,0.34532,0
0.057901,-0.017322,0.66939,0.4575,1.0626,2.3778,0.47643,0.34408,0.22295,0
-0.3551,-0.11706,1.2633,1.0569,0.39238,-0.61914,0.12167,0.21891,0.28296,0
-0.72327,-0.28016,1.1395,0.88511,1.0468,-0.37182,0.48457,0.47084,0.45065,0
-1.8018,-0.64427,0.88661,0.69008,0.54943,-0.40149,0.34129,0.31858,0.24147,0
0.014841,-0.025168,0.79874,0.68105,-0.17029,1.1236,-0.16597,0.083846,0.21847,0
2.4028,3.0948,1.2075,0.54726,2.4319,-0.34279,1.2736,0.78539,0.44714,0
1.4367,1.9832,1.4752,0.67942,2.3243,1.2911,1.4894,0.85497,0.45748,0
0.10445,0.053106,1.2193,1.0182,0.23949,2.6064,0.32864,0.35801,0.34367,0
-0.51475,-0.076393,1.6665,1.2177,2.3409,0.00033265,1.1075,0.59209,0.4675,0
-1.533,-0.58437,1.2729,1.3151,0.8575,-0.42101,0.16576,0.23396,0.31667,1
-1.3123,-0.517,0.73361,0.53856,0.90872,0.21397,0.42431,0.3366,0.24187,0
-0.51126,-0.073933,1.6396,1.2011,1.6753,0.28182,1.1035,0.58884,0.46501,0
-1.1094,-0.46018,0.63311,0.46605,-0.14964,-0.65178,-0.081873,0.090149,0.14213,0
-0.19175,-0.17241,1.0195,0.88919,0.92893,0.11614,0.21163,0.23881,0.20931,0
0.30003,0.47732,1.8288,1.3676,0.19588,0.21882,0.4811,0.56012,0.63452,0
0.45911,0.19399,0.60123,0.38962,0.95631,-0.45163,0.39201,0.31536,0.21249,0
-1.0379,-0.16834,1.3048,0.58985,4.7024,-0.67304,2.1626,0.97378,0.42897,1
-0.26248,0.0034933,0.64343,0.33379,1.4806,1.7399,0.69279,0.53274,0.38298,0
-0.38963,0.1686,1.4928,0.77761,1.8116,-0.67455,1.0849,0.60459,0.36012,0
-0.79064,-0.13321,1.8168,1.2536,1.3989,0.75131,1.0055,0.68814,0.56654,0
-0.80598,-0.36746,0.40582,0.18074,-0.40948,-0.67767,-0.096512,-0.021163,0.047959,1
-1.1156,-0.46717,0.50993,0.29475,0.15151,-0.47577,0.058652,0.13901,0.11191,0
-0.77413,-0.17138,1.0636,0.51751,1.4337,-0.42996,0.84309,0.58849,0.43173,0
0.93222,0.052004,0.11053,0.22708,-0.57305,1.3487,-0.45972,-0.20829,-0.10095,0
-1.0222,-0.32831,1.2312,0.71008,0.094799,-0.56648,0.029438,0.18493,0.23246,0
0.029832,0.0062063,0.36019,0.10807,1.4798,-0.18703,0.77798,0.50152,0.21291,0
0.85464,0.45609,0.96803,0.60101,1.2954,-0.66003,0.4092,0.29502,0.18858,0
0.5835,0.090972,0.51732,0.37078,0.81339,-0.5071,0.34731,0.24745,0.070838,0
-0.17222,-0.13034,0.79517,0.63636,0.018295,-0.0051998,0.085452,0.17367,0.19652,1
0.08308,-0.037202,0.74335,0.63263,0.52764,-0.22533,0.20615,0.14629,0.17241,0
-0.17363,-0.19512,0.64044,0.44023,1.3305,0.40635,0.4874,0.3091,0.13646,0
0.30599,-0.04621,0.56313,0.62991,0.27308,-0.30266,0.046454,0.15041,0.14649,0
-0.31403,-0.022939,0.70128,0.29121,0.44176,-0.65729,0.10264,0.1578,0.17823,0
-0.9757,-0.34365,0.56241,0.25182,1.8017,-0.62824,0.99358,0.55028,0.27257,1
-0.18805,-0.14299,0.53892,0.26335,-0.39186,-0.67735,-0.2674,-0.022768,0.0099669,0
0.34892,1.0514,2.026,1.2549,1.5158,-0.43059,0.91968,0.78026,0.78966,0
0.33598,1.1982,2.0618,1.1659,1.0401,0.68903,0.94845,0.79189,0.79907,0
-1.6281,-0.60563,0.47329,0.2462,0.4314,-0.54388,0.092123,0.17917,0.13118,0
0.72553,0.40018,0.66906,0.29542,0.42486,-0.62951,0.31898,0.30291,0.14976,0
-0.51675,0.14057,1.3924,0.63939,1.1905,-0.67632,1.0509,0.53178,0.23372,0
-0.44009,-0.17239,0.47698,0.24206,0.52768,2.9659,0.39504,0.3747,0.28808,0
-1.7105,-0.6233,0.34163,0.25771,-0.007081,-0.52562,-0.059704,0.060298,0.093638,0
-0.56584,0.0085399,1.9957,1.4074,1.1708,-0.61206,1.7927,1.2466,0.77554,0
-0.8675,-0.24724,0.73276,0.35325,0.45626,-0.45066,0.30484,0.25474,0.27092,1
-0.32176,-0.2228,0.86981,0.7419,0.62608,1.5173,0.18605,0.16661,0.20766,0
0.088524,-0.089147,0.43404,0.4119,0.59309,0.010616,0.22339,0.16166,0.11674,0
1.2391,0.8028,0.70143,0.35388,1.0688,-0.60694,0.67006,0.47302,0.25953,0
0.69442,0.26213,0.27686,-0.0091987,0.29568,-0.37419,0.22596,0.20512,0.073227,0
-1.4513,-0.60059,0.55162,0.51817,0.38053,-0.66622,-0.0071267,0.091864,0.10012,0
-0.54944,-0.078205,0.70831,0.24001,1.1695,0.11244,0.67893,0.43894,0.27449,1
-1.2617,-0.52142,0.90176,0.73833,-0.077906,-0.40079,0.012085,0.14257,0.19718,1
0.97883,0.32624,0.27272,0.18205,0.41379,-0.66091,0.15583,0.080663,0.078533,0
-1.1152,-0.37553,0.61756,0.1236,0.29308,-0.67511,0.52665,0.29474,0.21125,0
-0.86562,-0.22933,2.1348,2.0808,-0.71212,1.1998,-0.046264,0.12286,0.35835,0
0.14168,1.0195,2.4646,1.5678,1.1941,-0.67488,1.1157,0.96572,0.95289,0
1.3673,0.48706,0.67482,0.47742,1.8767,-0.039889,0.4263,0.19359,0.1213,0
0.3268,2.2436,2.8045,1.8806,0.85427,-0.55587,3.3013,2.5692,1.9395,0
-0.19926,0.00046393,1.489,1.0245,0.024773,-0.49326,0.23828,0.24736,0.2771,0
-0.031324,0.24331,1.6447,1.0826,0.3286,1.4958,0.97062,0.74259,0.59732,0
0.12974,0.044832,0.30701,0.21347,0.22641,-0.25168,0.14564,0.15072,0.15054,0
-1.0291,-0.50143,0.31539,0.41735,-0.51149,-0.67148,-0.3617,-0.1023,0.03632,0
-0.58758,-0.23744,0.12269,-0.081432,0.017703,-0.61524,0.21007,0.13324,0.080418,0
0.66541,0.68313,1.0697,0.43469,1.9624,0.37635,1.1296,0.54428,0.22297,0
-0.49,0.11942,1.4159,0.66567,2.039,3.2375,1.0401,0.52562,0.32858,0
0.13247,-0.17951,0.16182,0.16904,0.46389,-0.2604,0.16999,0.1404,0.040677,0
0.81092,0.45354,1.0066,0.62164,0.86188,-0.5149,0.45033,0.31901,0.20456,0
-1.1253,-0.37799,0.74052,0.34452,-0.077438,0.66464,0.30459,0.11702,0.087157,1
-0.30886,-0.26952,0.45868,0.39626,-0.10861,-0.4705,-0.24273,-0.07072,0.026224,0
-0.23104,-0.25758,0.75874,0.819,0.020545,0.13865,-0.015279,0.041242,0.11778,0
0.28522,0.46318,0.66425,0.14603,2.2272,-0.58367,0.58117,0.28654,0.13544,0
0.41379,0.4184,0.59007,0.15743,0.77917,4.8429,0.90546,0.48208,0.20405,0
1.0577,0.6814,0.63987,0.26504,-0.92988,-0.22932,0.0073108,-0.00072875,0.046704,0
0.24824,-0.16224,0.025455,0.047802,0.22233,-0.44722,0.11214,0.11706,0.030849,0
0.90483,0.71422,1.405,0.94452,0.077751,0.27055,0.36595,0.41543,0.40538,0
0.94726,1.6161,1.1919,0.47131,1.9651,-0.13991,1.1078,0.7512,0.49857,0
-1.1062,-0.42898,0.17396,-0.048412,1.5047,-0.65059,0.5301,0.22336,0.070492,0
-1.0248,-0.30854,1.7313,1.353,-0.38847,-0.64668,0.62252,0.55209,0.5388,0
-1.4944,-0.53777,1.3573,1.1442,-0.27021,3.523,0.26129,0.29213,0.34994,0
-0.73429,-0.12789,1.7159,1.1865,-0.1777,5.4338,0.88974,0.62412,0.51921,0
-0.87789,-0.39796,0.34071,0.16308,0.66966,-0.20212,-0.071343,-0.022256,0.034156,0
-0.17151,-0.21717,-0.1989,-0.23242,-1.712,0.056414,-0.15138,-0.1762,-0.19339,0
0.1106,-0.11334,-0.0094829,-0.11846,-0.51461,2.0705,-0.28134,-0.10159,-0.060443,0
-0.71575,-0.3538,0.19687,0.031344,-0.081441,-0.54422,0.047313,0.042428,0.032512,0
-0.74386,-0.35494,0.32807,0.16849,0.81405,-0.4564,0.25631,0.12514,0.071298,0
2.1773,1.4958,-0.26033,-0.25915,1.4028,-0.044865,0.47306,0.24141,0.093465,0
-0.28678,0.19357,1.3088,0.65426,0.82801,-0.67053,0.90345,0.51034,0.2996,0
-1.5439,-0.58702,0.25353,0.027704,0.89197,-0.66913,0.053308,0.035386,-0.010072,0
-1.0269,-0.47562,-0.013384,-0.081931,0.11714,0.28481,-0.009514,0.05395,0.019743,0
-1.2341,-0.50457,0.20875,0.11931,0.96835,-0.36968,0.17238,0.068496,0.053326,0
-1.4471,-0.52205,0.52267,0.14629,2.2039,-0.28444,0.90559,0.32395,0.065621,1
-0.28258,0.35843,0.87853,0.23637,-0.46697,-0.62134,0.40319,0.32661,0.30425,0
-1.1839,-0.5281,0.35636,0.2685,-0.35963,-0.22895,-0.21553,-0.063586,-0.0011111,0
-1.2107,-0.50956,0.11553,0.034269,0.0036135,-0.10043,-0.17399,-0.047685,-0.0032106,0
-1.052,-0.38707,0.76185,0.29085,0.64077,0.64497,0.22908,0.14739,0.057107,0
-0.22453,-0.24439,0.31209,0.24951,0.11117,0.92646,-0.069414,-0.051734,0.0056418,0
1.5074,0.7057,0.18749,-0.078076,1.4245,-0.4743,0.63358,0.26399,0.042832,0
-0.47599,0.062254,2.2309,1.86,-0.095919,0.63973,0.17383,0.52328,0.72447,0
-0.083797,-0.20272,0.58634,0.57495,-0.16468,-0.67648,-0.14667,-0.0046212,0.089348,0
-0.89894,-0.4399,0.1007,-0.029179,0.50473,0.26035,0.17446,0.13095,0.010383,0
-0.79586,-0.29632,0.81981,0.44329,0.75211,1.0821,0.19442,0.12746,0.10676,0
1.2852,0.55053,-0.089031,-0.12219,0.5575,-0.60833,0.052234,0.023938,0.0036928,0
0.42621,0.49878,0.80741,0.33372,1.7028,-0.47838,0.29236,0.13113,0.070088,0
-0.81378,-0.33871,0.4674,0.18343,-0.11907,-0.39759,0.012979,-0.022061,-0.012412,0
0.19329,0.23098,0.85824,0.31668,-0.62307,0.68343,-0.053611,0.021826,0.11424,0
-1.612,-0.62895,0.065845,-0.0077489,-0.084278,-0.57166,-0.18668,-0.050445,-0.028489,0
0.33068,0.019679,0.29493,0.15691,-0.43203,0.81878,-0.17168,-0.020999,0.0036425,0
-0.89075,-0.26304,0.79384,0.2685,1.5658,-0.61083,0.31991,0.19209,0.080132,0
0.13917,0.55285,3.7907,4.6271,0.20732,-0.48302,0.64624,0.89593,1.1689,0
-0.0445,-0.19002,0.11036,0.082335,-0.19372,-0.60631,-0.096739,-0.011001,0.028977,0
0.83733,0.20276,-0.050119,-0.087382,0.64491,-0.62426,-0.087021,-0.038443,-0.061266,0
-0.92852,-0.36324,0.2902,0.020379,-0.48548,0.040245,-0.12713,-0.058255,-0.0065335,0
-0.30996,-0.13658,0.58262,0.29138,0.91881,-0.53242,0.29885,0.12713,0.068674,0
-0.91293,-0.47794,0.28711,0.20682,0.25316,0.43322,-0.012576,0.01182,0.00064585,0
-0.27694,0.43314,1.4657,0.69036,1.381,-0.53511,0.96437,0.7289,0.48341,0
-0.18207,-0.31142,0.11516,0.20016,0.022231,-0.54087,-0.15612,-0.070445,-0.011861,0
-1.1999,-0.51044,0.40085,0.19662,0.80002,3.1532,0.078531,-0.00086649,-0.016202,0
0.11413,0.43091,1.8921,1.3475,2.4716,-0.49785,1.4367,1.0876,0.89278,0
-0.82767,-0.30361,0.94521,0.51873,0.36726,1.0512,0.19261,0.1434,0.12343,0
-1.4468,-0.60054,-0.12801,-0.084996,-0.67511,-0.66744,-0.40638,-0.13572,-0.063439,1
1.8547,0.93231,0.13549,-0.030644,1.5096,-0.58234,0.58901,0.24334,0.032583,0
0.72059,0.15829,0.02429,-0.067814,0.41665,-0.46643,0.21348,0.10647,0.01973,0
-0.65731,-0.39268,-0.026595,-0.083962,0.8525,-0.6693,0.059967,-0.008207,-0.067827,0
0.89476,0.39973,0.090993,-0.10403,0.68059,0.011679,0.11668,0.034289,-0.063467,0
0.45729,1.7666,2.2633,1.4776,0.37841,-0.17039,1.3183,1.3711,1.3006,0
-0.33837,0.12607,1.2826,0.63458,0.9508,-0.38614,1.0809,0.64001,0.46427,0
1.0804,0.25787,-0.14318,-0.15559,-0.39069,-0.59586,-0.36353,-0.16586,-0.12094,0
0.22862,0.79486,1.245,0.53518,0.86473,-0.57702,0.31583,0.33677,0.36999,0
1.7921,0.8355,0.19655,0.021546,1.6441,0.76383,0.27138,0.11909,0.021751,0
-0.1844,-0.26813,-0.072908,-0.10979,0.13153,2.3951,-0.15037,-0.10343,-0.072557,0
0.48689,-0.050363,-0.059855,-0.05012,0.57975,0.99947,0.085914,-0.013778,-0.13499,0
-1.853,-0.68026,0.14045,0.13365,0.56188,-0.35511,0.070032,0.027812,-0.053186,0
-0.71542,-0.086588,0.72383,0.15448,0.55609,1.6247,0.73191,0.30092,0.070888,0
-0.39617,-0.34028,-0.1679,-0.012849,0.1071,-0.46903,0.08372,0.032515,0.004999,0
-1.261,-0.48849,0.48431,0.097806,0.3011,5.9744,-0.079929,-0.032123,-0.095549,0
-0.79343,-0.47169,-0.28823,-0.13018,-0.23139,-0.66407,-0.25044,-0.11674,-0.098073,0
1.5314,0.43995,-0.12021,-0.055373,0.0060957,1.2847,-0.28286,-0.13492,-0.068538,0
0.21298,-0.092103,0.068937,-0.083094,-0.48432,2.5269,-0.28924,-0.18435,-0.13047,0
-0.44812,-0.050986,0.90755,0.49069,0.41619,-0.48304,-0.075173,0.0045274,0.044473,0
-0.91439,-0.46635,0.048502,0.0069712,0.62246,1.4757,0.0035405,-0.0079962,-0.035107,0
0.31133,-0.040804,0.24452,0.18184,-0.14626,-0.49241,-0.28119,-0.080318,-0.018907,0
-1.2496,-0.46839,0.50025,0.10766,0.55391,0.12974,0.38562,0.1665,0.0259,0
-1.5484,-0.60179,0.15677,-0.03796,1.1487,-0.29893,0.25064,0.094652,-0.064756,0
0.63799,0.039197,-0.27765,-0.20503,0.20716,-0.62312,-0.19529,-0.096484,-0.11352,0
0.089433,-0.068573,0.068107,0.0043147,0.39046,-0.60642,0.093553,0.015929,0.0069409,0
0.49375,0.14085,-0.01901,-0.082832,0.54562,1.66,0.089721,0.0037354,0.0020134,0
0.57749,-0.05404,-0.13506,-0.0039666,-0.26877,-0.65289,-0.27523,-0.16779,-0.095361,0
-1.3173,-0.51949,0.10019,-0.15261,0.9371,-0.58574,0.082488,0.046574,-0.018286,0
-0.80237,-0.36233,0.28139,0.033875,0.54467,-0.13578,0.074047,0.092341,0.043289,0
-0.051614,0.087425,0.38914,0.0097568,-1.7793,-0.66299,-0.051922,-0.032725,-0.015524,0
1.1999,0.41469,0.10795,-0.062063,0.28127,-0.53929,-0.10923,-0.023596,-0.052599,0
-1.17,-0.50608,-0.093421,-0.17262,0.41133,1.0945,0.13357,0.10504,-0.0015162,0
1.527,2.6675,1.8206,1.0926,0.24273,1.4724,1.4918,1.3577,1.1411,0
0.28871,0.0057165,0.14517,0.01372,0.6772,-0.61652,0.20048,0.098697,0.043638,0
-0.42765,0.14225,1.5599,0.86031,-0.28458,-0.66464,0.90006,0.62001,0.36572,0
2.0315,1.3791,0.21246,-0.11591,2.6462,-0.65947,0.90416,0.36832,0.049414,0
-0.052139,0.28981,1.4237,0.94627,-0.31508,-0.52647,0.98822,0.88148,0.71347,0
0.63915,0.1152,0.26185,0.14384,0.12168,0.42805,0.01215,0.0096393,-0.0084957,0
-0.52406,-0.28227,0.085629,-0.086309,1.272,-0.58156,0.50362,0.11603,-0.03086,0
0.34516,0.64364,0.77491,0.12585,0.64188,0.2825,0.24773,0.15104,0.095195,0
0.74839,0.17005,0.091598,-0.063947,0.89186,-0.62469,0.019492,0.0030374,-0.019592,0
1.1298,0.17141,-0.11746,0.00087081,-0.29889,0.21336,-0.37157,-0.1752,-0.07736,0
-0.68674,-0.0025426,1.3823,0.6946,-0.28835,0.012646,0.67232,0.49643,0.42858,0
-1.3384,-0.50649,0.42965,0.20012,-0.95303,-0.2714,0.36466,0.31651,0.20962,0
2.1518,1.4462,-0.093987,-0.20897,1.2651,-0.66323,0.22468,0.031865,0.008924,0
0.33033,0.061853,0.15172,0.03186,0.5608,0.17906,-0.11195,-0.054861,-0.059452,0
-0.34497,0.86389,3.9519,3.5631,-0.71355,0.15625,2.0541,2.0273,1.8366,0
-1.0834,-0.37003,0.40715,0.019081,1.2025,0.60853,0.86283,0.30727,0.084869,0
-1.1981,-0.50388,0.034046,-0.066841,-0.28028,-0.55828,-0.34786,-0.17696,-0.1067,0
-0.43122,0.014266,0.69238,0.13558,3.0315,4.1017,1.2177,0.42562,0.10942,1
-0.050501,-0.12903,0.18072,-0.039206,0.89003,-0.5885,0.16617,-0.030205,-0.063502,0
0.22088,0.13797,-0.073859,-0.23728,2.0074,-0.67775,0.53723,0.18281,0.02044,0
1.1228,0.39818,-0.043022,-0.13465,-0.37879,0.55657,-0.34889,-0.18089,-0.092225,0
1.398,0.37433,0.025367,-0.043227,0.014263,-0.42976,-0.27837,-0.16749,-0.11272,0
-1.0632,-0.53897,-0.022187,0.075472,0.20034,-0.66736,-0.10519,-0.051845,-0.025197,0
2.7707,1.395,-0.056964,-0.15112,0.61315,0.47205,0.11125,-0.06204,-0.083459,0
1.114,0.46013,0.58522,0.20979,-0.54241,-0.67505,-0.2784,-0.13142,-0.085493,0
5.8265,3.9126,-0.18532,-0.17589,0.30165,-0.67579,-0.072565,-0.087243,-0.055276,0
0.78433,0.69113,0.97031,0.38175,1.4812,-0.44549,0.96868,0.46565,0.17818,0
1.1666,1.3827,1.1057,0.50878,-0.01892,0.72307,0.20237,0.23516,0.19328,0
1.6523,0.8907,0.030038,-0.17151,1.1908,-0.6348,0.4651,0.15331,-0.031444,0
0.64918,0.53487,0.35657,-0.051227,0.2189,-0.55926,0.18009,0.065327,0.039769,0
-1.5223,-0.56708,0.19228,0.0034734,0.026377,-0.24624,-0.15247,-0.089377,-0.076898,0
-1.4683,-0.58727,0.02217,-0.044406,-0.18778,-0.43064,-0.079297,-0.056447,-0.031426,0
-1.4646,-0.5306,1.1383,0.71728,1.0832,-0.66668,0.32175,0.25535,0.19703,1
1.281,0.20427,-0.056945,-0.044118,0.45487,0.34537,-0.03405,-0.055605,-0.10081,0
0.45216,-0.11872,-0.01504,0.087902,0.24425,-0.59228,-0.108,-0.098139,-0.079631,0
-0.82568,-0.48522,-0.27628,-0.19089,-0.15736,0.56591,-0.18424,-0.10739,-0.10876,0
0.12827,-0.16939,-0.0067605,0.055087,0.41648,0.42724,-0.21522,-0.146,-0.086901,0
1.2651,0.38484,-0.18384,-0.28136,-0.31641,-0.46365,-0.075872,0.02311,-0.063139,0
-1.5569,-0.65139,-0.16596,-0.014127,-0.18598,1.2847,-0.26788,-0.18727,-0.14275,0
-0.69785,-0.34317,0.31115,0.092326,0.51333,0.44612,0.14465,0.006551,-0.068674,0
-1.263,-0.5611,0.0039049,0.072031,-0.12873,1.2638,-0.37643,-0.22883,-0.11735,0
0.4944,0.18691,-0.044208,-0.25051,-0.27273,-0.65222,0.23048,-0.023668,-0.15339,0
-0.5886,-0.16461,0.18165,-0.15786,1.0552,-0.67768,0.22071,0.040905,-0.013166,0
-0.69588,-0.43761,-0.30991,-0.16459,-0.2913,-0.26516,-0.37357,-0.18624,-0.098132,0
-0.071894,0.043672,0.57084,0.17246,0.39447,-0.674,0.17936,0.16434,0.1414,0
0.091375,-0.27363,-0.18652,0.0027755,-0.72063,-0.57942,-0.30043,-0.1376,-0.093921,0
0.21691,0.11704,-0.094034,-0.26866,1.8205,-0.30788,0.51227,0.05904,-0.10093,0
-0.48625,-0.25444,0.076594,-0.14593,1.3284,4.7058,0.062082,-0.055348,-0.13923,0
-1.8822,-0.6895,-0.30994,-0.15219,-0.7581,-0.54163,-0.48392,-0.24793,-0.14853,0
-0.39116,-0.12894,0.53746,0.23091,-0.62216,-0.55592,0.048532,0.0215,0.019876,0
-0.056603,-0.098058,0.49567,0.1795,0.00159,-0.66063,0.2001,0.083132,-0.014238,0
-1.6054,-0.6421,-0.23334,-0.14179,-0.52999,0.83151,-0.36796,-0.18436,-0.11376,0
0.28367,0.046267,0.062296,-0.12671,1.4319,-0.64801,0.27976,0.024876,-0.092994,0
-0.045108,-0.02958,0.13159,-0.11668,-0.61228,-0.51261,0.32786,0.1415,0.039043,0
0.6123,0.22674,-0.16206,-0.19532,0.89222,-0.35844,0.28285,0.081097,-0.072884,0
0.6498,-0.012312,-0.23469,-0.16143,-0.19851,0.037899,-0.46827,-0.24839,-0.1443,0
0.75566,0.39266,0.22794,0.028668,-0.03623,-0.50179,-0.14516,-0.056183,-0.018952,0
-1.3555,-0.56376,-0.096295,-0.2,0.34295,-0.64189,0.099681,-0.054167,-0.09572,0
0.048277,0.21093,1.6745,1.3736,-0.32994,-0.31231,0.71849,0.66887,0.6421,0
-1.3978,-0.57052,0.38054,0.19041,-0.54763,-0.63109,-0.20767,-0.068143,-0.0186,0
0.8428,0.045233,-0.3886,-0.26211,-0.31998,0.82264,-0.34099,-0.22642,-0.16948,0
-1.0039,-0.18531,1.7303,1.0921,1.1417,-0.44278,0.95285,0.81698,0.6077,0
-0.18697,-0.35393,-0.5013,-0.32068,-0.84176,1.4873,-0.5449,-0.28917,-0.20546,0
-0.55059,-0.33015,-0.29147,-0.29439,0.054489,-0.62225,-0.15056,-0.19053,-0.17518,0
2.2828,0.90013,-0.14127,-0.16649,0.22067,-0.59818,0.084895,-0.055395,-0.11226,0
-0.87694,-0.43755,-0.045478,-0.10321,0.3144,-0.51585,-0.21759,-0.14526,-0.13835,0
0.74455,0.12231,-0.21563,-0.20431,0.23708,-0.45149,0.16023,-0.009428,-0.13563,0
-0.7588,-0.36828,0.11018,-0.0039867,0.8899,-0.14302,0.2548,0.068465,0.0058763,0
1.3333,0.30051,-0.26467,-0.16204,0.24289,-0.67537,-0.34042,-0.15872,-0.093597,0
-0.67283,-0.2089,0.48764,0.10217,0.59295,0.08407,0.15552,0.1063,0.027711,0
-0.76182,-0.37955,0.18553,0.095745,0.40176,-0.37451,0.0093836,-0.013346,0.0094219,0
